Timestep,Loss
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,38.26488494873047
1006,38.26488494873047
1007,38.26488494873047
1008,38.26488494873047
1009,40.85919952392578
1010,40.85919952392578
1011,40.85919952392578
1012,40.85919952392578
1013,40.63147735595703
1014,40.63147735595703
1015,40.63147735595703
1016,40.63147735595703
1017,42.38154602050781
1018,42.38154602050781
1019,42.38154602050781
1020,42.38154602050781
1021,38.06406784057617
1022,38.06406784057617
1023,38.06406784057617
1024,38.06406784057617
1025,41.164581298828125
1026,41.164581298828125
1027,41.164581298828125
1028,41.164581298828125
1029,34.44207000732422
1030,34.44207000732422
1031,34.44207000732422
1032,34.44207000732422
1033,40.63563919067383
1034,40.63563919067383
1035,40.63563919067383
1036,40.63563919067383
1037,36.50175857543945
1038,36.50175857543945
1039,36.50175857543945
1040,36.50175857543945
1041,39.87765121459961
1042,39.87765121459961
1043,39.87765121459961
1044,39.87765121459961
1045,34.83220672607422
1046,34.83220672607422
1047,34.83220672607422
1048,34.83220672607422
1049,35.178245544433594
1050,35.178245544433594
1051,35.178245544433594
1052,35.178245544433594
1053,33.65398025512695
1054,33.65398025512695
1055,33.65398025512695
1056,33.65398025512695
1057,34.736366271972656
1058,34.736366271972656
1059,0.0
1060,0.0
1061,37.693626403808594
1062,37.693626403808594
1063,37.693626403808594
1064,37.693626403808594
1065,28.795269012451172
1066,28.795269012451172
1067,28.795269012451172
1068,28.795269012451172
1069,24.135650634765625
1070,24.135650634765625
1071,24.135650634765625
1072,24.135650634765625
1073,31.17152214050293
1074,31.17152214050293
1075,31.17152214050293
1076,31.17152214050293
1077,34.475006103515625
1078,34.475006103515625
1079,34.475006103515625
1080,34.475006103515625
1081,32.91435241699219
1082,32.91435241699219
1083,32.91435241699219
1084,32.91435241699219
1085,40.32852554321289
1086,40.32852554321289
1087,40.32852554321289
1088,40.32852554321289
1089,38.101322174072266
1090,38.101322174072266
1091,38.101322174072266
1092,38.101322174072266
1093,26.42578887939453
1094,0.0
1095,0.0
1096,0.0
1097,24.515033721923828
1098,24.515033721923828
1099,24.515033721923828
1100,24.515033721923828
1101,35.18033981323242
1102,35.18033981323242
1103,35.18033981323242
1104,35.18033981323242
1105,34.04387664794922
1106,34.04387664794922
1107,34.04387664794922
1108,34.04387664794922
1109,27.146127700805664
1110,27.146127700805664
1111,27.146127700805664
1112,27.146127700805664
1113,30.251108169555664
1114,30.251108169555664
1115,30.251108169555664
1116,0.0
1117,26.924251556396484
1118,26.924251556396484
1119,26.924251556396484
1120,0.0
1121,24.200838088989258
1122,24.200838088989258
1123,24.200838088989258
1124,24.200838088989258
1125,22.0510311126709
1126,22.0510311126709
1127,22.0510311126709
1128,22.0510311126709
1129,22.666263580322266
1130,0.0
1131,0.0
1132,0.0
1133,26.94588851928711
1134,26.94588851928711
1135,26.94588851928711
1136,26.94588851928711
1137,21.948898315429688
1138,21.948898315429688
1139,21.948898315429688
1140,21.948898315429688
1141,24.630929946899414
1142,0.0
1143,0.0
1144,0.0
1145,27.946765899658203
1146,0.0
1147,0.0
1148,0.0
1149,21.418682098388672
1150,0.0
1151,0.0
1152,0.0
1153,27.403785705566406
1154,27.403785705566406
1155,27.403785705566406
1156,27.403785705566406
1157,23.791982650756836
1158,23.791982650756836
1159,23.791982650756836
1160,23.791982650756836
1161,27.08952522277832
1162,27.08952522277832
1163,0.0
1164,0.0
1165,26.944116592407227
1166,26.944116592407227
1167,26.944116592407227
1168,26.944116592407227
1169,21.857349395751953
1170,21.857349395751953
1171,21.857349395751953
1172,21.857349395751953
1173,29.955427169799805
1174,29.955427169799805
1175,29.955427169799805
1176,29.955427169799805
1177,30.429073333740234
1178,30.429073333740234
1179,30.429073333740234
1180,30.429073333740234
1181,27.073280334472656
1182,27.073280334472656
1183,27.073280334472656
1184,27.073280334472656
1185,21.76773452758789
1186,21.76773452758789
1187,21.76773452758789
1188,21.76773452758789
1189,20.96137237548828
1190,20.96137237548828
1191,20.96137237548828
1192,0.0
1193,19.483169555664062
1194,19.483169555664062
1195,19.483169555664062
1196,19.483169555664062
1197,16.194210052490234
1198,16.194210052490234
1199,16.194210052490234
1200,16.194210052490234
1201,21.396276473999023
1202,21.396276473999023
1203,21.396276473999023
1204,21.396276473999023
1205,18.449831008911133
1206,18.449831008911133
1207,18.449831008911133
1208,18.449831008911133
1209,19.301132202148438
1210,19.301132202148438
1211,19.301132202148438
1212,19.301132202148438
1213,18.756641387939453
1214,18.756641387939453
1215,18.756641387939453
1216,18.756641387939453
1217,30.56790542602539
1218,30.56790542602539
1219,30.56790542602539
1220,30.56790542602539
1221,16.885826110839844
1222,16.885826110839844
1223,16.885826110839844
1224,16.885826110839844
1225,19.291126251220703
1226,19.291126251220703
1227,19.291126251220703
1228,19.291126251220703
1229,24.15035057067871
1230,24.15035057067871
1231,24.15035057067871
1232,24.15035057067871
1233,20.82257652282715
1234,20.82257652282715
1235,20.82257652282715
1236,20.82257652282715
1237,23.094776153564453
1238,23.094776153564453
1239,23.094776153564453
1240,23.094776153564453
1241,24.92852783203125
1242,24.92852783203125
1243,24.92852783203125
1244,24.92852783203125
1245,24.42270278930664
1246,24.42270278930664
1247,24.42270278930664
1248,24.42270278930664
1249,26.61988639831543
1250,26.61988639831543
1251,0.0
1252,0.0
1253,21.506765365600586
1254,0.0
1255,0.0
1256,0.0
1257,19.182178497314453
1258,19.182178497314453
1259,19.182178497314453
1260,0.0
1261,13.530567169189453
1262,13.530567169189453
1263,0.0
1264,0.0
1265,22.1468505859375
1266,0.0
1267,0.0
1268,0.0
1269,14.456542015075684
1270,14.456542015075684
1271,14.456542015075684
1272,0.0
1273,20.269546508789062
1274,20.269546508789062
1275,0.0
1276,0.0
1277,19.637069702148438
1278,19.637069702148438
1279,0.0
1280,0.0
1281,19.732349395751953
1282,19.732349395751953
1283,19.732349395751953
1284,19.732349395751953
1285,16.274927139282227
1286,16.274927139282227
1287,16.274927139282227
1288,16.274927139282227
1289,18.934885025024414
1290,18.934885025024414
1291,18.934885025024414
1292,18.934885025024414
1293,19.874361038208008
1294,19.874361038208008
1295,19.874361038208008
1296,19.874361038208008
1297,18.99074363708496
1298,18.99074363708496
1299,18.99074363708496
1300,0.0
1301,15.406187057495117
1302,15.406187057495117
1303,0.0
1304,0.0
1305,15.485568046569824
1306,0.0
1307,0.0
1308,0.0
1309,18.675018310546875
1310,18.675018310546875
1311,18.675018310546875
1312,0.0
1313,16.8233642578125
1314,16.8233642578125
1315,0.0
1316,0.0
1317,10.262190818786621
1318,0.0
1319,0.0
1320,0.0
1321,15.619335174560547
1322,15.619335174560547
1323,15.619335174560547
1324,0.0
1325,16.31297492980957
1326,16.31297492980957
1327,0.0
1328,0.0
1329,20.3779296875
1330,20.3779296875
1331,0.0
1332,0.0
1333,20.765575408935547
1334,20.765575408935547
1335,20.765575408935547
1336,0.0
1337,18.10342025756836
1338,18.10342025756836
1339,18.10342025756836
1340,0.0
1341,11.488884925842285
1342,11.488884925842285
1343,11.488884925842285
1344,0.0
1345,10.124652862548828
1346,10.124652862548828
1347,10.124652862548828
1348,0.0
1349,13.222138404846191
1350,13.222138404846191
1351,13.222138404846191
1352,13.222138404846191
1353,15.62423038482666
1354,15.62423038482666
1355,15.62423038482666
1356,15.62423038482666
1357,16.626989364624023
1358,16.626989364624023
1359,16.626989364624023
1360,16.626989364624023
1361,14.001413345336914
1362,14.001413345336914
1363,14.001413345336914
1364,14.001413345336914
1365,11.292073249816895
1366,11.292073249816895
1367,11.292073249816895
1368,11.292073249816895
1369,16.238325119018555
1370,16.238325119018555
1371,16.238325119018555
1372,16.238325119018555
1373,14.839612007141113
1374,14.839612007141113
1375,14.839612007141113
1376,14.839612007141113
1377,14.700210571289062
1378,14.700210571289062
1379,14.700210571289062
1380,14.700210571289062
1381,14.895804405212402
1382,14.895804405212402
1383,14.895804405212402
1384,0.0
1385,10.71406078338623
1386,10.71406078338623
1387,0.0
1388,0.0
1389,11.376147270202637
1390,11.376147270202637
1391,11.376147270202637
1392,0.0
1393,17.15230369567871
1394,17.15230369567871
1395,0.0
1396,0.0
1397,12.241506576538086
1398,12.241506576538086
1399,12.241506576538086
1400,12.241506576538086
1401,16.06388282775879
1402,16.06388282775879
1403,16.06388282775879
1404,16.06388282775879
1405,9.398969650268555
1406,9.398969650268555
1407,9.398969650268555
1408,9.398969650268555
1409,10.838720321655273
1410,10.838720321655273
1411,10.838720321655273
1412,10.838720321655273
1413,13.303485870361328
1414,13.303485870361328
1415,13.303485870361328
1416,13.303485870361328
1417,9.082746505737305
1418,9.082746505737305
1419,9.082746505737305
1420,9.082746505737305
1421,12.78026294708252
1422,12.78026294708252
1423,0.0
1424,0.0
1425,10.768024444580078
1426,10.768024444580078
1427,10.768024444580078
1428,10.768024444580078
1429,11.266878128051758
1430,11.266878128051758
1431,11.266878128051758
1432,11.266878128051758
1433,12.921935081481934
1434,12.921935081481934
1435,12.921935081481934
1436,12.921935081481934
1437,13.015935897827148
1438,13.015935897827148
1439,13.015935897827148
1440,13.015935897827148
1441,12.906583786010742
1442,12.906583786010742
1443,12.906583786010742
1444,12.906583786010742
1445,10.79875373840332
1446,10.79875373840332
1447,10.79875373840332
1448,10.79875373840332
1449,11.871278762817383
1450,0.0
1451,0.0
1452,0.0
1453,18.112590789794922
1454,18.112590789794922
1455,18.112590789794922
1456,18.112590789794922
1457,15.195137977600098
1458,15.195137977600098
1459,15.195137977600098
1460,15.195137977600098
1461,12.827646255493164
1462,12.827646255493164
1463,12.827646255493164
1464,12.827646255493164
1465,15.089313507080078
1466,15.089313507080078
1467,15.089313507080078
1468,15.089313507080078
1469,8.933042526245117
1470,0.0
1471,0.0
1472,0.0
1473,11.709981918334961
1474,11.709981918334961
1475,11.709981918334961
1476,11.709981918334961
1477,11.156818389892578
1478,11.156818389892578
1479,11.156818389892578
1480,11.156818389892578
1481,7.866934776306152
1482,7.866934776306152
1483,7.866934776306152
1484,0.0
1485,14.997075080871582
1486,14.997075080871582
1487,0.0
1488,0.0
1489,15.716216087341309
1490,15.716216087341309
1491,15.716216087341309
1492,0.0
1493,9.234050750732422
1494,9.234050750732422
1495,0.0
1496,0.0
1497,10.830059051513672
1498,0.0
1499,0.0
1500,0.0
1501,7.684516429901123
1502,7.684516429901123
1503,7.684516429901123
1504,0.0
1505,13.706064224243164
1506,13.706064224243164
1507,0.0
1508,0.0
1509,14.629684448242188
1510,14.629684448242188
1511,14.629684448242188
1512,14.629684448242188
1513,13.14007568359375
1514,13.14007568359375
1515,13.14007568359375
1516,0.0
1517,11.299448013305664
1518,11.299448013305664
1519,11.299448013305664
1520,11.299448013305664
1521,7.3029255867004395
1522,7.3029255867004395
1523,7.3029255867004395
1524,7.3029255867004395
1525,7.777861595153809
1526,7.777861595153809
1527,7.777861595153809
1528,7.777861595153809
1529,7.611274719238281
1530,7.611274719238281
1531,7.611274719238281
1532,7.611274719238281
1533,13.19468879699707
1534,13.19468879699707
1535,13.19468879699707
1536,13.19468879699707
1537,7.9727020263671875
1538,7.9727020263671875
1539,7.9727020263671875
1540,0.0
1541,13.520974159240723
1542,0.0
1543,0.0
1544,0.0
1545,11.070459365844727
1546,0.0
1547,0.0
1548,0.0
1549,11.076536178588867
1550,11.076536178588867
1551,11.076536178588867
1552,11.076536178588867
1553,10.342236518859863
1554,10.342236518859863
1555,10.342236518859863
1556,10.342236518859863
1557,14.665395736694336
1558,14.665395736694336
1559,14.665395736694336
1560,14.665395736694336
1561,12.667110443115234
1562,12.667110443115234
1563,12.667110443115234
1564,12.667110443115234
1565,14.162500381469727
1566,14.162500381469727
1567,14.162500381469727
1568,14.162500381469727
1569,10.372583389282227
1570,10.372583389282227
1571,10.372583389282227
1572,0.0
1573,13.381669998168945
1574,13.381669998168945
1575,13.381669998168945
1576,13.381669998168945
1577,10.210472106933594
1578,10.210472106933594
1579,10.210472106933594
1580,10.210472106933594
1581,12.273487091064453
1582,12.273487091064453
1583,12.273487091064453
1584,12.273487091064453
1585,10.869891166687012
1586,10.869891166687012
1587,10.869891166687012
1588,10.869891166687012
1589,9.492100715637207
1590,9.492100715637207
1591,0.0
1592,0.0
1593,8.682093620300293
1594,8.682093620300293
1595,8.682093620300293
1596,0.0
1597,10.837380409240723
1598,10.837380409240723
1599,10.837380409240723
1600,0.0
1601,9.651832580566406
1602,9.651832580566406
1603,0.0
1604,0.0
1605,10.946925163269043
1606,10.946925163269043
1607,10.946925163269043
1608,10.946925163269043
1609,9.556081771850586
1610,9.556081771850586
1611,9.556081771850586
1612,9.556081771850586
1613,10.943099975585938
1614,10.943099975585938
1615,10.943099975585938
1616,10.943099975585938
1617,13.105852127075195
1618,13.105852127075195
1619,13.105852127075195
1620,0.0
1621,11.799093246459961
1622,11.799093246459961
1623,0.0
1624,0.0
1625,12.102413177490234
1626,12.102413177490234
1627,12.102413177490234
1628,0.0
1629,5.970393180847168
1630,5.970393180847168
1631,0.0
1632,0.0
1633,10.901067733764648
1634,10.901067733764648
1635,10.901067733764648
1636,0.0
1637,10.119935989379883
1638,10.119935989379883
1639,10.119935989379883
1640,10.119935989379883
1641,9.014697074890137
1642,9.014697074890137
1643,9.014697074890137
1644,0.0
1645,10.624849319458008
1646,10.624849319458008
1647,10.624849319458008
1648,10.624849319458008
1649,8.438097953796387
1650,8.438097953796387
1651,8.438097953796387
1652,8.438097953796387
1653,12.257149696350098
1654,12.257149696350098
1655,12.257149696350098
1656,12.257149696350098
1657,7.454479217529297
1658,7.454479217529297
1659,7.454479217529297
1660,0.0
1661,11.331955909729004
1662,0.0
1663,0.0
1664,0.0
1665,15.010889053344727
1666,15.010889053344727
1667,15.010889053344727
1668,15.010889053344727
1669,11.37932300567627
1670,11.37932300567627
1671,11.37932300567627
1672,11.37932300567627
1673,16.330860137939453
1674,16.330860137939453
1675,16.330860137939453
1676,16.330860137939453
1677,9.168841361999512
1678,9.168841361999512
1679,9.168841361999512
1680,9.168841361999512
1681,10.43185043334961
1682,10.43185043334961
1683,10.43185043334961
1684,10.43185043334961
1685,7.368994235992432
1686,7.368994235992432
1687,7.368994235992432
1688,7.368994235992432
1689,8.358940124511719
1690,8.358940124511719
1691,8.358940124511719
1692,0.0
1693,11.037225723266602
1694,11.037225723266602
1695,11.037225723266602
1696,11.037225723266602
1697,10.530084609985352
1698,10.530084609985352
1699,10.530084609985352
1700,10.530084609985352
1701,6.936383247375488
1702,6.936383247375488
1703,6.936383247375488
1704,6.936383247375488
1705,7.707139015197754
1706,7.707139015197754
1707,7.707139015197754
1708,7.707139015197754
1709,11.483238220214844
1710,11.483238220214844
1711,11.483238220214844
1712,11.483238220214844
1713,13.386518478393555
1714,13.386518478393555
1715,13.386518478393555
1716,13.386518478393555
1717,10.703571319580078
1718,10.703571319580078
1719,10.703571319580078
1720,10.703571319580078
1721,15.237306594848633
1722,15.237306594848633
1723,15.237306594848633
1724,15.237306594848633
1725,10.765437126159668
1726,10.765437126159668
1727,10.765437126159668
1728,10.765437126159668
1729,11.577863693237305
1730,11.577863693237305
1731,11.577863693237305
1732,11.577863693237305
1733,9.032548904418945
1734,9.032548904418945
1735,9.032548904418945
1736,0.0
1737,8.890210151672363
1738,8.890210151672363
1739,0.0
1740,0.0
1741,10.124024391174316
1742,0.0
1743,0.0
1744,0.0
1745,7.891721248626709
1746,7.891721248626709
1747,7.891721248626709
1748,7.891721248626709
1749,9.548283576965332
1750,9.548283576965332
1751,9.548283576965332
1752,9.548283576965332
1753,10.819653511047363
1754,10.819653511047363
1755,10.819653511047363
1756,0.0
1757,8.866962432861328
1758,8.866962432861328
1759,0.0
1760,0.0
1761,7.829623222351074
1762,0.0
1763,0.0
1764,0.0
1765,12.445449829101562
1766,12.445449829101562
1767,12.445449829101562
1768,12.445449829101562
1769,10.826760292053223
1770,10.826760292053223
1771,10.826760292053223
1772,0.0
